Field ID,Label,Kind,Declared type,Declared format,Data types actually seen,JSON path,Contract path,Repeats?,Read-only?,Filled on long-term (count),Filled on long-term (%),Filled on short-term (count),Filled on short-term (%),Distinct values,Min,25th percentile,Median,75th percentile,Max,First filled at milestone,In legacy catalog?,Sample values withheld because
IRS4506.X40,IRS - Current Name Last,standard,String,STRING,str x1,$.applications[0].tax4506.currentLast,loan.currentApplication.tax4506.currentLast,no,no,1,0.2,0,0,1,,,,,,,no,identifying-or-high-cardinality
IRS4506.X67,Use IRS 4506-C,standard,Boolean,YN,bool x4,$.applications[0].tax4506.irs4506C,loan.currentApplication.tax4506.irs4506C,no,no,4,0.8,0,0,1,,,,,,,no,
IRS4506.X92,IRS 4506-C Print Version,standard,String,STRING,str x4,$.applications[0].tax4506.irs4506CPrintVersion,loan.currentApplication.tax4506.irs4506CPrintVersion,no,no,4,0.8,0,0,1,,,,,,,no,
IRS4506.X93,Classic Tax Form Transcript Requested to be sent to the IRS,standard,String,STRING,str x772,$.applications[0].tax4506.formVersion,loan.currentApplication.tax4506.formVersion,no,no,490,100,251,100,1,,,,,,Started,no,
KBYO.LE3XD16,Loan Estimate - Total Interest Percentage - Display fields with KBYO rounding rules,standard,String,STRING,str x772,$.closingCost.loanEstimate3.totalInterestPercentageUi,loan.closingCost.loanEstimate3.totalInterestPercentageUi,no,no,424,86.5,199,79.3,225,,,,,,LO Prep,no,identifying-or-high-cardinality
KBYO.XD3,Trans Details Interest Rate - Display field with KBYO rounding rules,standard,String,STRING,str x769,$.requestedInterestRatePercentUi,loan.requestedInterestRatePercentUi,no,no,426,86.9,201,80.1,93,,,,,,Started,no,identifying-or-high-cardinality
KBYO.XD799,Trans Details APR - Display field with KBYO rounding rules,standard,String,STRING,str x772,$.regulationZ.aprPercentUi,loan.regulationZ.aprPercentUi,no,no,450,91.8,220,87.6,600,,,,,,Started,no,identifying-or-high-cardinality
KBYO.XD2625,Loan Info ARM Max Life Interest Cap - Display field with KBYO rounding rules,standard,String,STRING,str x772,$.loanProductData.maxLifeInterestCapPercentUi,loan.loanProductData.maxLifeInterestCapPercentUi,no,yes,426,86.9,201,80.1,93,,,,,,Started,no,identifying-or-high-cardinality
KBYO.XD4113,Initial Interest Rate - Display field with KBYO rounding rules ,standard,String,STRING,str x772,$.initialInterestRateUi,loan.initialInterestRateUi,no,no,426,86.9,201,80.1,93,,,,,,Started,no,identifying-or-high-cardinality
L72,HUD1 File #,standard,String,STRING,str x164 | date x10,$.closingDocument.hud1FileNumberIdentifier,loan.closingDocument.hud1FileNumberIdentifier,no,no,173,35.3,1,0.4,172,,,,,,Docs Out,yes,identifying-or-high-cardinality
L74,HUD1 Settlement Agent,standard,String,STRING,str x240,$.closingDocument.hud1SettlementAgentUnparsedName,loan.closingDocument.hud1SettlementAgentUnparsedName,no,no,181,36.9,57,22.7,100,,,,,,Docs Out,no,identifying-or-high-cardinality
L75,HUD1 Place of Settlement,standard,String,STRING,str x217,$.closingDocument.hud1SettlementAgentUnparsedAddress,loan.closingDocument.hud1SettlementAgentUnparsedAddress,no,no,163,33.3,52,20.7,57,,,,,,Docs Out,no,identifying-or-high-cardinality
L76,HUD1 Settlement Date,standard,DateTime,DATE,date x174,$.closingDocument.hud1SettlementDate,loan.closingDocument.hud1SettlementDate,no,no,170,34.7,2,0.8,98,,,,,,Docs Out,no,identifying-or-high-cardinality
L83,HUD1 Loan Type,standard,String,STRING,str x722,$.closingDocument.mortgageType,loan.closingDocument.mortgageType,no,no,490,100,212,84.5,2,,,,,,Started,no,
L84,HUD1 Borr - Gross Amt Due from Borr Oth 1 Descr,standard,String,STRING,str x107,$.closingDocument.respaHudDetails[?(@.lineNumber == '104')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '104')].lineItemDescription,no,no,107,21.8,0,0,2,,,,,,Investor Delivery,no,
L85,HUD1 Borr - Gross Amt Due from Borr Oth 1 Amt,standard,Decimal,DECIMAL_2,float x88 | int x17,$.closingDocument.respaHudDetails[?(@.lineNumber == '104')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '104')].lineItemAmount,no,no,104,21.2,0,0,99,56281.93,172025.41,333906.245,500000,779074.9,Investor Delivery,no,identifying-or-high-cardinality
L88,HUD1 Borr - Gross Amt Due from Borr Oth 2 Descr,standard,String,STRING,str x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '105')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '105')].lineItemDescription,no,no,2,0.4,0,0,2,,,,,,,no,
L89,HUD1 Borr - Gross Amt Due from Borr Oth 2 Amt,standard,Decimal,DECIMAL_2,float x1 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '105')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '105')].lineItemAmount,no,no,2,0.4,0,0,2,,,,,,,no,
L90,HUD1 Seller - Gross Amt Due to Seller Oth 3 Descr,standard,String,STRING,str x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '405')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '405')].lineItemDescription,no,no,1,0.2,0,0,1,,,,,,,no,
L91,HUD1 Seller - Gross Amt Due to Seller Oth 3 Amt,standard,Decimal,DECIMAL_2,float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '405')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '405')].lineItemAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L92,HUD1 Borr - Adj for Seller PIA City From Date,standard,DateTime,DATE,date x26,$.closingDocument.respaHudDetails[?(@.lineNumber == '106')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '106')].hud1LineItemFromDate,no,no,25,5.1,1,0.4,21,,,,,,Investor Delivery,no,identifying-or-high-cardinality
L93,HUD1 Borr - Adj for Seller PIA City To Date,standard,DateTime,DATE,date x27,$.closingDocument.respaHudDetails[?(@.lineNumber == '106')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '106')].hud1LineItemToDate,no,no,26,5.3,1,0.4,9,,,,,,Investor Delivery,no,identifying-or-high-cardinality
L94,HUD1 Borr - Adj for Seller PIA City Amt,standard,Decimal,DECIMAL_2,float x25 | int x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '106')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '106')].lineItemAmount,no,no,26,5.3,1,0.4,27,20.41,143.87,645.94,1240.54,4394,Investor Delivery,no,identifying-or-high-cardinality
L95,HUD1 Seller - Adj for Seller PIA City From Date,standard,DateTime,DATE,date x16,$.closingDocument.respaHudDetails[?(@.lineNumber == '406')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '406')].hud1LineItemFromDate,no,no,15,3.1,1,0.4,13,,,,,,Investor Delivery,no,identifying-or-high-cardinality
L96,HUD1 Seller - Adj for Seller PIA City To Date,standard,DateTime,DATE,date x16,$.closingDocument.respaHudDetails[?(@.lineNumber == '406')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '406')].hud1LineItemToDate,no,no,15,3.1,1,0.4,6,,,,,,Investor Delivery,no,identifying-or-high-cardinality
L97,HUD1 Seller - Adj for Seller PIA City Amt,standard,Decimal,DECIMAL_2,float x15 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '406')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '406')].lineItemAmount,no,no,15,3.1,1,0.4,16,30.18,200.0325,520.87,1160.3675,3408.12,Investor Delivery,no,identifying-or-high-cardinality
L98,HUD1 Borr - Adj for Seller PIA County From Date,standard,DateTime,DATE,date x8,$.closingDocument.respaHudDetails[?(@.lineNumber == '107')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '107')].hud1LineItemFromDate,no,no,8,1.6,0,0,8,,,,,,Purchasing Conditions,no,
L99,HUD1 Borr - Adj for Seller PIA County To Date,standard,DateTime,DATE,date x9,$.closingDocument.respaHudDetails[?(@.lineNumber == '107')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '107')].hud1LineItemToDate,no,no,9,1.8,0,0,6,,,,,,Purchasing Conditions,no,
L100,HUD1 Borr - Adj for Seller PIA County Amt,standard,Decimal,DECIMAL_2,float x9,$.closingDocument.respaHudDetails[?(@.lineNumber == '107')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '107')].lineItemAmount,no,no,9,1.8,0,0,9,18.84,41.97,237.02,608.455,725.4,Purchasing Conditions,no,
L101,HUD1 Seller - Adj for Seller PIA County From Date,standard,DateTime,DATE,date x5,$.closingDocument.respaHudDetails[?(@.lineNumber == '407')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '407')].hud1LineItemFromDate,no,no,5,1,0,0,5,,,,,,,no,
L102,HUD1 Seller - Adj for Seller PIA County To Date,standard,DateTime,DATE,date x5,$.closingDocument.respaHudDetails[?(@.lineNumber == '407')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '407')].hud1LineItemToDate,no,no,5,1,0,0,2,,,,,,,no,
L103,HUD1 Seller - Adj for Seller PIA County Amt,standard,Decimal,DECIMAL_2,float x6,$.closingDocument.respaHudDetails[?(@.lineNumber == '407')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '407')].lineItemAmount,no,no,5,1,1,0.4,6,45.99,113.22,284.02,998.2375,1877.65,,no,
L104,HUD1 Borr - Adj for Seller PIA Assmt From Date,standard,DateTime,DATE,date x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '108')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '108')].hud1LineItemFromDate,no,no,1,0.2,0,0,1,,,,,,,no,
L105,HUD1 Borr - Adj for Seller PIA Assmt To Date,standard,DateTime,DATE,date x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '108')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '108')].hud1LineItemToDate,no,no,2,0.4,0,0,2,,,,,,,no,
L106,HUD1 Borr - Adj for Seller PIA Assmt Amt,standard,Decimal,DECIMAL_2,float x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '108')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '108')].lineItemAmount,no,no,2,0.4,0,0,2,,,,,,,no,
L109,HUD1 Seller - Adj for Seller PIA Assmt Amt,standard,Decimal,DECIMAL_2,float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '408')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '408')].lineItemAmount,no,no,0,0,1,0.4,1,,,,,,,no,
L110,HUD1 Borr - Adj for Seller PIA Oth 1 Descr,standard,String,STRING,str x18,$.closingDocument.respaHudDetails[?(@.lineNumber == '109')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '109')].lineItemDescription,no,no,17,3.5,1,0.4,17,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
L111,HUD1 Borr - Adj for Seller PIA Oth 1 Amt,standard,Decimal,DECIMAL_2,float x18,$.closingDocument.respaHudDetails[?(@.lineNumber == '109')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '109')].lineItemAmount,no,no,17,3.5,1,0.4,18,1.76,12.635,49.525,183.075,3321.07,Purchasing Conditions,no,
L112,HUD1 Seller - Adj for Seller PIA Oth 1 Descr,standard,String,STRING,str x12,$.closingDocument.respaHudDetails[?(@.lineNumber == '409')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '409')].lineItemDescription,no,no,11,2.2,1,0.4,12,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
L113,HUD1 Seller - Adj for Seller PIA Oth 1 Amt,standard,Decimal,DECIMAL_2,float x12,$.closingDocument.respaHudDetails[?(@.lineNumber == '409')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '409')].lineItemAmount,no,no,11,2.2,1,0.4,12,1.76,10.12,85.1,188.865,3321.07,Purchasing Conditions,no,
L114,HUD1 Borr - Adj for Seller PIA Oth 2 Descr,standard,String,STRING,str x8,$.closingDocument.respaHudDetails[?(@.lineNumber == '110')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '110')].lineItemDescription,no,no,7,1.4,1,0.4,8,,,,,,Purchasing Conditions,no,
L115,HUD1 Borr - Adj for Seller PIA Oth 2 Amt,standard,Decimal,DECIMAL_2,float x7 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '110')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '110')].lineItemAmount,no,no,7,1.4,1,0.4,8,1.76,3.9425,65.855,244.48,895,Purchasing Conditions,no,
L116,HUD1 Seller - Adj for Seller PIA Oth 2 Descr,standard,String,STRING,str x7,$.closingDocument.respaHudDetails[?(@.lineNumber == '410')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '410')].lineItemDescription,no,no,6,1.2,1,0.4,7,,,,,,,no,
L117,HUD1 Seller - Adj for Seller PIA Oth 2 Amt,standard,Decimal,DECIMAL_2,float x6 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '410')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '410')].lineItemAmount,no,no,6,1.2,1,0.4,7,1.76,3.51,22.69,286.43,895,,no,
L118,HUD1 Borr - Adj for Seller PIA Oth 3 Descr,standard,String,STRING,str x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '111')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '111')].lineItemDescription,no,no,4,0.8,0,0,4,,,,,,,no,
L119,HUD1 Borr - Adj for Seller PIA Oth 3 Amt,standard,Decimal,DECIMAL_2,float x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '111')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '111')].lineItemAmount,no,no,3,0.6,0,0,2,33.02,33.02,33.02,52.05,52.05,,no,
L120,HUD1 Seller - Adj for Seller PIA Oth 3 Descr,standard,String,STRING,str x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '411')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '411')].lineItemDescription,no,no,3,0.6,0,0,3,,,,,,,no,
L121,HUD1 Seller - Adj for Seller PIA Oth 3 Amt,standard,Decimal,DECIMAL_2,float x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '411')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '411')].lineItemAmount,no,no,3,0.6,0,0,2,33.02,33.02,33.02,52.05,52.05,,no,
L122,HUD1 Borr - Adj for Seller PIA Oth 4 Descr,standard,String,STRING,str x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '112')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '112')].lineItemDescription,no,no,4,0.8,0,0,4,,,,,,,no,
L123,HUD1 Borr - Adj for Seller PIA Oth 4 Amt,standard,Decimal,DECIMAL_2,float x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '112')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '112')].lineItemAmount,no,no,3,0.6,0,0,3,9.52,9.52,12.24,21.39,21.39,,no,
L124,HUD1 Seller - Adj for Seller PIA Oth 4 Descr,standard,String,STRING,str x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '412')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '412')].lineItemDescription,no,no,3,0.6,0,0,3,,,,,,,no,
L125,HUD1 Seller - Adj for Seller PIA Oth 4 Amt,standard,Decimal,DECIMAL_2,float x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '412')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '412')].lineItemAmount,no,no,3,0.6,0,0,3,9.52,9.52,12.24,21.39,21.39,,no,
L126,HUD1 Borr - Gross Amt Due from Borr,standard,Decimal,DECIMAL_2,float x617 | int x140,$.closingDocument.respaHudDetails[?(@.lineNumber == '120')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '120')].lineItemAmount,no,yes,489,99.8,249,99.2,689,2245,2256.97,2345,14956.97,1110895,Started,no,identifying-or-high-cardinality
L127,HUD1 Seller - Gross Amt Due to Seller,standard,Decimal,DECIMAL_2,int x310 | float x20,$.closingDocument.respaHudDetails[?(@.lineNumber == '420')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '420')].lineItemAmount,no,yes,111,22.7,208,82.9,215,100000,280000,360000,465000,1250000,Started,no,identifying-or-high-cardinality
L128,HUD1 Borr - Paid By/For Borr Deposit,standard,Decimal,DECIMAL_2,int x41 | float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '201')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '201')].lineItemAmount,no,no,40,8.2,1,0.4,24,1250,9250,10000,28125,130000,Investor Delivery,no,
L129,HUD1 Seller - Reduc Due To Seller Excess Deposit,standard,Decimal,DECIMAL_2,int x4 | float x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '501')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '501')].lineItemAmount,no,no,6,1.2,0,0,6,5000,20000,66750,247187.7775,301307.35,,no,
L134,HUD1 Borr - Paid By/For Borr Oth 1 Descr,standard,String,STRING,str x13,$.closingDocument.respaHudDetails[?(@.lineNumber == '204')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '204')].lineItemDescription,no,no,13,2.7,0,0,11,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
L135,HUD1 Borr - Paid By/For Borr Oth 1 Amt,standard,Decimal,DECIMAL_2,int x11 | float x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '204')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '204')].lineItemAmount,no,no,13,2.7,0,0,12,7500,11789.8,25000,37000,488147.72,Purchasing Conditions,no,
L136,HUD1 Seller - Reduc Due To Seller Payoff of 1st,standard,Decimal,DECIMAL_2,float x8 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '504')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '504')].lineItemAmount,no,no,9,1.8,0,0,9,27689.55,47739.005,150000,240100.14,296833.83,,no,
L137,HUD1 Borr - Paid By/For Borr Oth 2 Descr,standard,String,STRING,str x7,$.closingDocument.respaHudDetails[?(@.lineNumber == '205')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '205')].lineItemDescription,no,no,7,1.4,0,0,7,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
L138,HUD1 Borr - Paid By/For Borr Oth 2 Amt,standard,Decimal,DECIMAL_2,int x4 | float x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '205')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '205')].lineItemAmount,no,no,7,1.4,0,0,7,28.33,1561.29,9000,25092.18,44000,Purchasing Conditions,no,
L140,HUD1 Borr - Paid By/For Borr Oth 3 Descr,standard,String,STRING,str x7,$.closingDocument.respaHudDetails[?(@.lineNumber == '206')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '206')].lineItemDescription,no,no,7,1.4,0,0,6,,,,,,,no,identifying-or-high-cardinality
L141,HUD1 Borr - Paid By/For Borr Oth 3 Amt,standard,Decimal,DECIMAL_2,int x7,$.closingDocument.respaHudDetails[?(@.lineNumber == '206')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '206')].lineItemAmount,no,no,7,1.4,0,0,6,850,5000,10000,52000,56000,,no,
L142,HUD1 Seller - Reduc Due To Seller Oth 1 Descr,standard,String,STRING,str x8,$.closingDocument.respaHudDetails[?(@.lineNumber == '506')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '506')].lineItemDescription,no,no,8,1.6,0,0,4,,,,,,Purchasing Conditions,no,
L143,HUD1 Seller - Reduc Due To Seller Oth 1 Amt,standard,Decimal,DECIMAL_2,int x7 | float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '506')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '506')].lineItemAmount,no,no,8,1.6,0,0,7,5000,8500,10364.8,23000,175000,Purchasing Conditions,no,
L144,HUD1 Borr - Paid By/For Borr Oth 4 Descr,standard,String,STRING,str x6,$.closingDocument.respaHudDetails[?(@.lineNumber == '207')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '207')].lineItemDescription,no,no,6,1.2,0,0,6,,,,,,,no,
L145,HUD1 Borr - Paid By/For Borr Oth 4 Amt,standard,Decimal,DECIMAL_2,int x5 | float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '207')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '207')].lineItemAmount,no,no,6,1.2,0,0,6,21.67,9755.4175,20962.5,31250,50000,,no,
L146,HUD1 Seller - Reduc Due To Seller Oth 2 Descr,standard,String,STRING,str x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '507')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '507')].lineItemDescription,no,no,4,0.8,0,0,3,,,,,,,no,identifying-or-high-cardinality
L147,HUD1 Seller - Reduc Due To Seller Oth 2 Amt,standard,Decimal,DECIMAL_2,int x3 | float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '507')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '507')].lineItemAmount,no,no,4,0.8,0,0,4,1561.29,4920.9675,17025,23512.5,25000,,no,
L148,HUD1 Borr - Paid By/For Borr Oth 5 Descr,standard,String,STRING,str x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '208')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '208')].lineItemDescription,no,no,2,0.4,0,0,2,,,,,,,no,
L149,HUD1 Borr - Paid By/For Borr Oth 5 Amt,standard,Decimal,DECIMAL_2,float x1 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '208')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '208')].lineItemAmount,no,no,2,0.4,0,0,2,,,,,,,no,
L150,HUD1 Seller - Reduc Due To Seller Oth 3 Descr,standard,String,STRING,str x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '508')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '508')].lineItemDescription,no,no,2,0.4,0,0,2,,,,,,,no,
L151,HUD1 Seller - Reduc Due To Seller Oth 3 Amt,standard,Decimal,DECIMAL_2,float x1 | int x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '508')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '508')].lineItemAmount,no,no,2,0.4,0,0,2,,,,,,,no,
L152,HUD1 Borr - Paid By/For Borr Oth 6 Descr,standard,String,STRING,str x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '209')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '209')].lineItemDescription,no,no,1,0.2,0,0,1,,,,,,,no,
L153,HUD1 Borr - Paid By/For Borr Oth 6 Amt,standard,Decimal,DECIMAL_2,float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '209')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '209')].lineItemAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L154,HUD1 Seller - Reduc Due To Seller Oth 4 Descr,standard,String,STRING,str x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '509')].lineItemDescription,loan.closingDocument.respaHudDetails[(lineNumber == '509')].lineItemDescription,no,no,1,0.2,0,0,1,,,,,,,no,
L155,HUD1 Seller - Reduc Due To Seller Oth 4 Amt,standard,Decimal,DECIMAL_2,float x1,$.closingDocument.respaHudDetails[?(@.lineNumber == '509')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '509')].lineItemAmount,no,no,1,0.2,0,0,1,,,,,,,no,
L156,HUD1 Borr - Adj Unpaid By Seller City From Date,standard,DateTime,DATE,date x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '210')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '210')].hud1LineItemFromDate,no,no,3,0.6,0,0,1,,,,,,,no,identifying-or-high-cardinality
L157,HUD1 Borr - Adj Unpaid By Seller City To Date,standard,DateTime,DATE,date x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '210')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '210')].hud1LineItemToDate,no,no,3,0.6,0,0,3,,,,,,,no,identifying-or-high-cardinality
L158,HUD1 Borr - Adj Unpaid By Seller City Amt,standard,Decimal,DECIMAL_2,float x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '210')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '210')].lineItemAmount,no,no,4,0.8,0,0,4,156.68,191.3325,356.895,493.98,519.14,,no,identifying-or-high-cardinality
L159,HUD1 Seller - Adj Unpaid By Seller City From Date,standard,DateTime,DATE,date x3,$.closingDocument.respaHudDetails[?(@.lineNumber == '510')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '510')].hud1LineItemFromDate,no,no,3,0.6,0,0,1,,,,,,,no,identifying-or-high-cardinality
L160,HUD1 Seller - Adj Unpaid By Seller City To Date,standard,DateTime,DATE,date x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '510')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '510')].hud1LineItemToDate,no,no,4,0.8,0,0,4,,,,,,,no,identifying-or-high-cardinality
L161,HUD1 Seller - Adj Unpaid By Seller City Amt,standard,Decimal,DECIMAL_2,float x4,$.closingDocument.respaHudDetails[?(@.lineNumber == '510')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '510')].lineItemAmount,no,no,4,0.8,0,0,4,156.68,191.3325,356.895,493.98,519.14,,no,identifying-or-high-cardinality
L162,HUD1 Borr - Adj Unpaid By Seller County From Date,standard,DateTime,DATE,date x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '211')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '211')].hud1LineItemFromDate,no,no,2,0.4,0,0,2,,,,,,,no,
L163,HUD1 Borr - Adj Unpaid By Seller County To Date,standard,DateTime,DATE,date x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '211')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '211')].hud1LineItemToDate,no,no,2,0.4,0,0,2,,,,,,,no,
L164,HUD1 Borr - Adj Unpaid By Seller County Amt,standard,Decimal,DECIMAL_2,float x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '211')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '211')].lineItemAmount,no,no,2,0.4,0,0,2,,,,,,,no,
L165,HUD1 Seller - Adj Unpaid By Seller County From Date,standard,DateTime,DATE,date x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '511')].hud1LineItemFromDate,loan.closingDocument.respaHudDetails[(lineNumber == '511')].hud1LineItemFromDate,no,no,2,0.4,0,0,2,,,,,,,no,
L166,HUD1 Seller - Adj Unpaid By Seller County To Date,standard,DateTime,DATE,date x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '511')].hud1LineItemToDate,loan.closingDocument.respaHudDetails[(lineNumber == '511')].hud1LineItemToDate,no,no,2,0.4,0,0,2,,,,,,,no,
L167,HUD1 Seller - Adj Unpaid By Seller County Amt,standard,Decimal,DECIMAL_2,float x2,$.closingDocument.respaHudDetails[?(@.lineNumber == '511')].lineItemAmount,loan.closingDocument.respaHudDetails[(lineNumber == '511')].lineItemAmount,no,no,2,0.4,0,0,2,,,,,,,no,
